
[MeshData]

ボーンの重み数 : 4512

ボーンの重み頂点番号0 : { 0, 0.16 } { 1, 0.57 } { 2, 0.27 } { 0, 0 } 
ボーンの重み頂点番号1 : { 0, 0.100133 } { 1, 0.527505 } { 2, 0.372362 } { 0, 0 } 
ボーンの重み頂点番号2 : { 0, 0.0904763 } { 1, 0.46075 } { 2, 0.448774 } { 0, 0 } 
ボーンの重み頂点番号3 : { 1, 0.300345 } { 2, 0.639827 } { 3, 0.0598275 } { 0, 0 } 
ボーンの重み頂点番号4 : { 1, 0.439385 } { 2, 0.529155 } { 3, 0.0314596 } { 0, 0 } 
ボーンの重み頂点番号5 : { 1, 0.212548 } { 2, 0.68395 } { 3, 0.103502 } { 0, 0 } 
ボーンの重み頂点番号6 : { 1, 0.300345 } { 2, 0.639827 } { 3, 0.0598275 } { 0, 0 } 
ボーンの重み頂点番号7 : { 1, 0.465341 } { 2, 0.523417 } { 3, 0.0112414 } { 0, 0 } 
ボーンの重み頂点番号8 : { 1, 0.439385 } { 2, 0.529155 } { 3, 0.0314596 } { 0, 0 } 
ボーンの重み頂点番号9 : { 1, 0.0264878 } { 2, 0.509365 } { 3, 0.464148 } { 0, 0 } 
ボーンの重み頂点番号10 : { 2, 0.388093 } { 3, 0.611855 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号11 : { 2, 0.385844 } { 3, 0.614156 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号12 : { 1, 0.0631705 } { 2, 0.50134 } { 3, 0.435489 } { 0, 0 } 
ボーンの重み頂点番号13 : { 1, 0.0264878 } { 2, 0.509365 } { 3, 0.464148 } { 0, 0 } 
ボーンの重み頂点番号14 : { 2, 0.385844 } { 3, 0.614156 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号15 : { 0, 0.0904763 } { 1, 0.46075 } { 2, 0.448774 } { 0, 0 } 
ボーンの重み頂点番号16 : { 0, 0.100133 } { 1, 0.527505 } { 2, 0.372362 } { 0, 0 } 
ボーンの重み頂点番号17 : { 1, 0.408683 } { 2, 0.580373 } { 3, 0.0108722 } { 0, 0 } 
ボーンの重み頂点番号18 : { 0, 0.100133 } { 1, 0.527505 } { 2, 0.372362 } { 0, 0 } 
ボーンの重み頂点番号19 : { 1, 0.45544 } { 2, 0.544278 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号20 : { 1, 0.408683 } { 2, 0.580373 } { 3, 0.0108722 } { 0, 0 } 
ボーンの重み頂点番号21 : { 0, 0.100133 } { 1, 0.527505 } { 2, 0.372362 } { 0, 0 } 
ボーンの重み頂点番号22 : { 0, 0.0713672 } { 1, 0.591025 } { 2, 0.337607 } { 0, 0 } 
ボーンの重み頂点番号23 : { 1, 0.45544 } { 2, 0.544278 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号24 : { 1, 0.45544 } { 2, 0.544278 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号25 : { 1, 0.489698 } { 2, 0.509852 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号26 : { 1, 0.344103 } { 2, 0.633405 } { 3, 0.0224922 } { 0, 0 } 
ボーンの重み頂点番号27 : { 1, 0.45544 } { 2, 0.544278 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号28 : { 0, 0.0713672 } { 1, 0.591025 } { 2, 0.337607 } { 0, 0 } 
ボーンの重み頂点番号29 : { 1, 0.489698 } { 2, 0.509852 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号30 : { 1, 0.344103 } { 2, 0.633405 } { 3, 0.0224922 } { 0, 0 } 
ボーンの重み頂点番号31 : { 1, 0.234006 } { 2, 0.696827 } { 3, 0.0691675 } { 0, 0 } 
ボーンの重み頂点番号32 : { 1, 0.196782 } { 2, 0.724402 } { 3, 0.0788159 } { 0, 0 } 
ボーンの重み頂点番号33 : { 1, 0.0435926 } { 2, 0.74715 } { 3, 0.20923 } { 0, 0 } 
ボーンの重み頂点番号34 : { 1, 0.121525 } { 2, 0.758683 } { 3, 0.119792 } { 0, 0 } 
ボーンの重み頂点番号35 : { 1, 0.111764 } { 2, 0.758867 } { 3, 0.129369 } { 0, 0 } 
ボーンの重み頂点番号36 : { 1, 0.0435926 } { 2, 0.74715 } { 3, 0.20923 } { 0, 0 } 
ボーンの重み頂点番号37 : { 1, 0.0491849 } { 2, 0.740635 } { 3, 0.21018 } { 0, 0 } 
ボーンの重み頂点番号38 : { 1, 0.121525 } { 2, 0.758683 } { 3, 0.119792 } { 0, 0 } 
ボーンの重み頂点番号39 : { 1, 0.319343 } { 2, 0.630657 } { 3, 0.05 } { 0, 0 } 
ボーンの重み頂点番号40 : { 1, 0.465341 } { 2, 0.523417 } { 3, 0.0112414 } { 0, 0 } 
ボーンの重み頂点番号41 : { 1, 0.300345 } { 2, 0.639827 } { 3, 0.0598275 } { 0, 0 } 
ボーンの重み頂点番号42 : { 1, 0.319343 } { 2, 0.630657 } { 3, 0.05 } { 0, 0 } 
ボーンの重み頂点番号43 : { 1, 0.290401 } { 2, 0.659599 } { 3, 0.05 } { 0, 0 } 
ボーンの重み頂点番号44 : { 1, 0.466795 } { 2, 0.514441 } { 3, 0.0187646 } { 0, 0 } 
ボーンの重み頂点番号45 : { 1, 0.118343 } { 2, 0.750932 } { 3, 0.130725 } { 0, 0 } 
ボーンの重み頂点番号46 : { 1, 0.0491849 } { 2, 0.740635 } { 3, 0.21018 } { 0, 0 } 
ボーンの重み頂点番号47 : { 1, 0.010493 } { 2, 0.771775 } { 3, 0.217732 } { 0, 0 } 
ボーンの重み頂点番号48 : { 1, 0.118343 } { 2, 0.750932 } { 3, 0.130725 } { 0, 0 } 
ボーンの重み頂点番号49 : { 1, 0.234006 } { 2, 0.696827 } { 3, 0.0691675 } { 0, 0 } 
ボーンの重み頂点番号50 : { 1, 0.121525 } { 2, 0.758683 } { 3, 0.119792 } { 0, 0 } 
ボーンの重み頂点番号51 : { 1, 0.118343 } { 2, 0.750932 } { 3, 0.130725 } { 0, 0 } 
ボーンの重み頂点番号52 : { 1, 0.121525 } { 2, 0.758683 } { 3, 0.119792 } { 0, 0 } 
ボーンの重み頂点番号53 : { 1, 0.0491849 } { 2, 0.740635 } { 3, 0.21018 } { 0, 0 } 
ボーンの重み頂点番号54 : { 1, 0.172002 } { 2, 0.660538 } { 3, 0.16746 } { 0, 0 } 
ボーンの重み頂点番号55 : { 1, 0.010493 } { 2, 0.771775 } { 3, 0.217732 } { 0, 0 } 
ボーンの重み頂点番号56 : { 1, 0.00836625 } { 2, 0.774093 } { 3, 0.21754 } { 0, 0 } 
